NAME,EXPANDED NAME,COUNTYNAME,Agency,EXPANDED NAME,County
CENTRAL CITY POLICE DEPT,CENTRAL CITY POLICE DEPARTMENT,MARION,CENTRAL CITY PD,CENTRAL CITY POLICE DEPARTMENT,MARION
CENTRALIA POLICE DEPT,CENTRALIA POLICE DEPARTMENT,MARION,CENTRALIA PD (MCA),CENTRALIA POLICE DEPARTMENT,CLINTON
CENTRALIA POLICE DEPT,CENTRALIA POLICE DEPARTMENT,MARION,CENTRALIA PD (MCA),CENTRALIA POLICE DEPARTMENT,MARION
CENTREVILLE POLICE DEPT,CENTREVILLE POLICE DEPARTMENT,ST CLAIR,CENTREVILLE PD,CENTREVILLE POLICE DEPARTMENT,ST. CLAIR
CERRO GORDO POLICE DEPT,CERRO GORDO POLICE DEPARTMENT,PIATT,,,
CHADWICK POLICE DEPT,CHADWICK POLICE DEPARTMENT,CARROLL,,,
CHAMPAIGN CO FOREST PRESERVE DIST MAHOMET,CHAMPAIGN COUNTY FOREST PRESERVE DIST MAHOMET,CHAMPAIGN,,,
CHAMPAIGN COUNTY SHERIFF'S OFFICE,CHAMPAIGN COUNTY SHERIFF'S OFFICE,CHAMPAIGN,CHAMPAIGN CO SO,CHAMPAIGN COUNTY SHERIFFS OFFICE,CHAMPAIGN
CHAMPAIGN POLICE DEPT,CHAMPAIGN POLICE DEPARTMENT,CHAMPAIGN,CHAMPAIGN PD,CHAMPAIGN POLICE DEPARTMENT,CHAMPAIGN
CHANDLERVILLE POLICE DEPARTMENT CHANDLERVILLE,CHANDLERVILLE POLICE DEPARTMENT CHANDLERVILLE,CASS,,,
CHANNAHON POLICE DEPT,CHANNAHON POLICE DEPARTMENT,WILL,CHANNAHON PD (MCA),CHANNAHON POLICE DEPARTMENT,GRUNDY
CHANNAHON POLICE DEPT,CHANNAHON POLICE DEPARTMENT,WILL,CHANNAHON PD (MCA),CHANNAHON POLICE DEPARTMENT,WILL
CHAPIN POLICE DEPT,CHAPIN POLICE DEPARTMENT,MORGAN,,,
CHARLESTON POLICE DEPT,CHARLESTON POLICE DEPARTMENT,COLES,CHARLESTON PD,CHARLESTON POLICE DEPARTMENT,COLES
CHATHAM POLICE DEPT,CHATHAM POLICE DEPARTMENT,SANGAMON,CHATHAM PD,CHATHAM POLICE DEPARTMENT,SANGAMON
CHATSWORTH PD,CHATSWORTH POLICE DEPARTMENT,LIVINGSTON,,,
CHEBANSE POLICE DEPT,CHEBANSE POLICE DEPARTMENT,IROQUOIS,,,
CHENOA POLICE DEPT,CHENOA POLICE DEPARTMENT,MCLEAN,CHENOA PD,CHENOA POLICE DEPARTMENT,MCLEAN
CHERRY POLICE DEPT,CHERRY POLICE DEPARTMENT,BUREAU,,,
CHERRY VALLEY POLICE DEPT,CHERRY VALLEY POLICE DEPARTMENT,WINNEBAGO,CHERRY VALLEY PD (MCA),CHERRY VALLEY POLICE DEPARTMENT,BOONE
CHERRY VALLEY POLICE DEPT,CHERRY VALLEY POLICE DEPARTMENT,WINNEBAGO,CHERRY VALLEY PD (MCA),CHERRY VALLEY POLICE DEPARTMENT,WINNEBAGO
CHESTER POLICE DEPT,CHESTER POLICE DEPARTMENT,RANDOLPH,CHESTER PD,CHESTER POLICE DEPARTMENT,RANDOLPH
CHESTERFIELD POLICE DEPARTMENT,CHESTERFIELD POLICE DEPARTMENT,MACOUPIN,,,
CHICAGO & NORTHWESTERNRP,CHICAGO & NORTHWESTERNRP,COOK,,,
CHICAGO DEPT OF AVIATION POLICE,CHICAGO DEPARTMENT OF AVIATION POLICE,COOK,,,
CHICAGO HEIGHTS POLICE DEPT,CHICAGO HEIGHTS POLICE DEPARTMENT,COOK,CHICAGO HEIGHTS PD,CHICAGO HEIGHTS POLICE DEPARTMENT,COOK
CHICAGO HOUSING AUTHORITY PD CHICAGO,CHICAGO HOUSING AUTHORITY POLICE DEPARTMENT CHICAGO,COOK,,,
CHICAGO MIDWAY AIRPORT DEPT OF AVIATION SECUR,CHICAGO MIDWAY AIRPORT DEPARTMENT OF AVIATION SECUR,COOK,,,
CHICAGO POLICE DEPT,CHICAGO POLICE DEPARTMENT,COOK,CHICAGO PD,CHICAGO POLICE DEPARTMENT,COOK
CHICAGO RIDGE POLICE DEPT,CHICAGO RIDGE POLICE DEPARTMENT,COOK,CHICAGO RIDGE PD,CHICAGO RIDGE POLICE DEPARTMENT,COOK
CHICAGO STATE UNIVERSITY POLICE,CHICAGO STATE UNIVERSITY POLICE,COOK,CHICAGO STATE UNIVERSITY PD,CHICAGO STATE UNIVERSITY POLICE DEPARTMENT,COOK
CHICAGO TRANSIT AUTHORITY PD CHICAGO,CHICAGO TRANSIT AUTHORITY POLICE DEPARTMENT CHICAGO,COOK,,,
CHILLICOTHE POLICE DEPT,CHILLICOTHE POLICE DEPARTMENT,PEORIA,CHILLICOTHE PD,CHILLICOTHE POLICE DEPARTMENT,PEORIA
CHRISMAN POLICE DEPT,CHRISMAN POLICE DEPARTMENT,EDGAR,,,
CHRISTIAN COUNTY SHERIFF'S OFFICE,CHRISTIAN COUNTY SHERIFF'S OFFICE,CHRISTIAN,CHRISTIAN CO SO,CHRISTIAN COUNTY SHERIFFS OFFICE,CHRISTIAN
CHRISTOPHER POLICE DEPT,CHRISTOPHER POLICE DEPARTMENT,FRANKLIN,,,
CICERO POLICE DEPT,CICERO POLICE DEPARTMENT,COOK,CICERO PD,CICERO POLICE DEPARTMENT,COOK
CISSNA PARK POLICE DEPT,CISSNA PARK POLICE DEPARTMENT,IROQUOIS,,,
CITY COLLEGE OF CHICAGO - TRUMAN COLLEGE POLICE,CITY COLLEGE OF CHICAGO - TRUMAN COLLEGE POLICE,COOK,,,
CLARENDON HILLS POLICE DEPT,CLARENDON HILLS POLICE DEPARTMENT,DU PAGE,CLARENDON HILLS PD,CLARENDON HILLS POLICE DEPARTMENT,DUPAGE
CLARK COUNTY SHERIFF'S OFFICE,CLARK COUNTY SHERIFF'S OFFICE,CLARK,CLARK CO SO,CLARK COUNTY SHERIFFS OFFICE,CLARK
CLAY CITY PD,CLAY CITY POLICE DEPARTMENT,CLAY,,,
CLAY COUNTY SHERIFF'S OFFICE,CLAY COUNTY SHERIFF'S OFFICE,CLAY,CLAY CO SO,CLAY COUNTY SHERIFFS OFFICE,CLAY
CLAYTON POLICE DEPARTMENT,CLAYTON POLICE DEPARTMENT,ADAMS,,,
CLIFTON POLICE DEPARTMENT,CLIFTON POLICE DEPARTMENT,IROQUOIS,,,
CLINTON COUNTY SHERIFF'S OFFICE,CLINTON COUNTY SHERIFF'S OFFICE,CLINTON,CLINTON CO SO,CLINTON COUNTY SHERIFFS OFFICE,CLINTON
CLINTON POLICE DEPT,CLINTON POLICE DEPARTMENT,DE WITT,CLINTON PD,CLINTON POLICE DEPARTMENT,DE WITT
COAL CITY POLICE DEPT,COAL CITY POLICE DEPARTMENT,GRUNDY,COAL CITY PD (MCA),COAL CITY POLICE DEPARTMENT,GRUNDY
COAL CITY POLICE DEPT,COAL CITY POLICE DEPARTMENT,GRUNDY,COAL CITY PD (MCA),COAL CITY POLICE DEPARTMENT,WILL
COAL VALLEY POLICE DEPT,COAL VALLEY POLICE DEPARTMENT,ROCK ISLAND,COAL VALLEY PD (MCA),COAL VALLEY POLICE DEPARTMENT,HENRY
COAL VALLEY POLICE DEPT,COAL VALLEY POLICE DEPARTMENT,ROCK ISLAND,COAL VALLEY PD (MCA),COAL VALLEY POLICE DEPARTMENT,ROCK ISLAND
COBDEN POLICE DEPT,COBDEN POLICE DEPARTMENT,UNION,COBDEN PD,COBDEN POLICE DEPARTMENT,UNION
COFFEEN POLICE DEPT,COFFEEN POLICE DEPARTMENT,MONTGOMERY,,,
COLCHESTER POLICE DEPT,COLCHESTER POLICE DEPARTMENT,MCDONOUGH,COLCHESTER PD,COLCHESTER POLICE DEPARTMENT,MCDONOUGH
COLES COUNTY SHERIFF'S OFFICE,COLES COUNTY SHERIFF'S OFFICE,COLES,COLES CO SO,COLES COUNTY SHERIFFS OFFICE,COLES
COLFAX POLICE DEPT,COLFAX POLICE DEPARTMENT,MCLEAN,COLFAX PD,COLFAX POLICE DEPARTMENT,MCLEAN
COLLEGE OF DUPAGE PUBLIC SAFETY DEPT,COLLEGE OF DUPAGE PUBLIC SAFETY DEPARTMENT,DU PAGE,COLLEGE OF DUPAGE PD,COLLEGE OF DUPAGE POLICE DEPARTMENT,DUPAGE
COLLEGE OF LAKE COUNTY POLICE DEPT,COLLEGE OF LAKE COUNTY POLICE DEPARTMENT,LAKE,COLLEGE OF LAKE COUNTY PD,COLLEGE OF LAKE COUNTY POLICE DEPARTMENT,LAKE
COLLINSVILLE POLICE DEPT,COLLINSVILLE POLICE DEPARTMENT,MADISON,COLLINSVILLE PD (MCA),COLLINSVILLE POLICE DEPARTMENT,MADISON
COLLINSVILLE POLICE DEPT,COLLINSVILLE POLICE DEPARTMENT,MADISON,COLLINSVILLE PD (MCA),COLLINSVILLE POLICE DEPARTMENT,ST. CLAIR
COLONA POLICE DEPT,COLONA POLICE DEPARTMENT,HENRY,COLONA PD,COLONA POLICE DEPARTMENT,HENRY
COLUMBIA POLICE DEPT,COLUMBIA POLICE DEPARTMENT,MONROE,COLUMBIA PD (MCA),COLUMBIA POLICE DEPARTMENT,MONROE
COLUMBIA POLICE DEPT,COLUMBIA POLICE DEPARTMENT,MONROE,COLUMBIA PD (MCA),COLUMBIA POLICE DEPARTMENT,ST. CLAIR
COMPTON PD,COMPTON POLICE DEPARTMENT,LEE,,,
COOK COUNTY FOREST PRESERVE DISTRICT POLICE,COOK COUNTY FOREST PRESERVE DISTRICT POLICE,COOK,COOK COUNTY FOREST PRESERVE PD,COOK COUNTY FOREST PRESERVE POLICE DEPARTMENT,COOK
COOK COUNTY METRO ENF GROUP ELMHURST,COOK COUNTY METRO ENF GROUP ELMHURST,DU PAGE,,,
COOK COUNTY RANGERS WILLOW SPRINGS,COOK COUNTY RANGERS WILLOW SPRINGS,COOK,,,
COOK COUNTY SHERIFF'S OFFICE,COOK COUNTY SHERIFF'S OFFICE,COOK,COOK CO SO,COOK COUNTY SHERIFFS OFFICE,COOK
COOKSVILLE PD,COOKSVILLE POLICE DEPARTMENT,MCLEAN,,,
CORDOVA POLICE DEPT,CORDOVA POLICE DEPARTMENT,ROCK ISLAND,,,
CORONOR CRIMINAL INVEST BUREAU EDWARDSVILLE,CORONOR CRIMINAL INVEST BUREAU EDWARDSVILLE,MADISON,,,
CORTLAND POLICE DEPT,CORTLAND POLICE DEPARTMENT,DE KALB,CORTLAND PD,CORTLAND POLICE DEPARTMENT,DEKALB
COULTERVILLE POLICE DEPT,COULTERVILLE POLICE DEPARTMENT,RANDOLPH,,,
COUNTRY CLUB HILLS POLICE DEPT,COUNTRY CLUB HILLS POLICE DEPARTMENT,COOK,COUNTRY CLUB HILLS PD,COUNTRY CLUB HILLS POLICE DEPARTMENT,COOK
COUNTRYSIDE POLICE DEPT,COUNTRYSIDE POLICE DEPARTMENT,COOK,COUNTRYSIDE PD,COUNTRYSIDE POLICE DEPARTMENT,COOK
COWDEN POLICE DEPT,COWDEN POLICE DEPARTMENT,SHELBY,COWDEN PD,COWDEN POLICE DEPARTMENT,SHELBY
CRAINVILLE POLICE DEPT,CRAINVILLE POLICE DEPARTMENT,WILLIAMSON,,,
CRAWFORD COUNTY SHERIFF'S OFFICE,CRAWFORD COUNTY SHERIFF'S OFFICE,CRAWFORD,CRAWFORD CO SO,CRAWFORD COUNTY SHERIFFS OFFICE,CRAWFORD
CREAL SPRINGS POLICE DEPT,CREAL SPRINGS POLICE DEPARTMENT,WILLIAMSON,,,
CREST HILL POLICE DEPT,CREST HILL POLICE DEPARTMENT,WILL,CREST HILL PD,CREST HILL POLICE DEPARTMENT,WILL
CRESTWOOD POLICE DEPT,CRESTWOOD POLICE DEPARTMENT,COOK,,,
CRETE POLICE DEPARTMENT,CRETE POLICE DEPARTMENT,WILL,CRETE PD,CRETE POLICE DEPARTMENT,WILL
CREVE COEUR POLICE DEPT,CREVE COEUR POLICE DEPARTMENT,TAZEWELL,CREVE COEUR PD,CREVE COEUR POLICE DEPARTMENT,TAZEWELL
CROSSVILLE POLICE DEPT,CROSSVILLE POLICE DEPARTMENT,WHITE,,,
CRYSTAL LAKE PARK DISTRICT POLICE DEPT,CRYSTAL LAKE PARK DISTRICT POLICE DEPARTMENT,MCHENRY,CRYSTAL LAKE PARK DISTRICT PD,CRYSTAL LAKE PARK DISTRICT POLICE DEPARTMENT,MCHENRY
CRYSTAL LAKE POLICE DEPT,CRYSTAL LAKE POLICE DEPARTMENT,MCHENRY,CRYSTAL LAKE PD,CRYSTAL LAKE POLICE DEPARTMENT,MCHENRY
CSX TRANSPORTATION,CSX TRANSPORTATION,COOK,,,
CUBA POLICE DEPT,CUBA POLICE DEPARTMENT,FULTON,,,
CULLOM PD,CULLOM POLICE DEPARTMENT,LIVINGSTON,,,
CUMBERLAND COUNTY SHERIFF'S OFFICE,CUMBERLAND COUNTY SHERIFF'S OFFICE,CUMBERLAND,CUMBERLAND CO SO,CUMBERLAND COUNTY SHERIFFS OFFICE,CUMBERLAND
CUTLER PD,CUTLER POLICE DEPARTMENT,PERRY,,,
CYPRESS POLICE DEPARTMENT,CYPRESS POLICE DEPARTMENT,JOHNSON,,,
DAHLGREN PD,DAHLGREN POLICE DEPARTMENT,HAMILTON,,,
DAKOTA PD,DAKOTA POLICE DEPARTMENT,STEPHENSON,,,
DALLAS CITY POLICE DEPT,DALLAS CITY POLICE DEPARTMENT,HANCOCK,,,
DALZELL POLICE DEPT,DALZELL POLICE DEPARTMENT,BUREAU,,,
DAMIANSVILLE PD ALBERS,DAMIANSVILLE POLICE DEPARTMENT ALBERS,CLINTON,,,
DANVERS POLICE DEPT,DANVERS POLICE DEPARTMENT,MCLEAN,DANVERS PD,DANVERS POLICE DEPARTMENT,MCLEAN
DANVILLE POLICE DEPT,DANVILLE POLICE DEPARTMENT,VERMILION,DANVILLE PD,DANVILLE POLICE DEPARTMENT,VERMILION
DARIEN POLICE DEPT.,DARIEN POLICE DEPARTMENT.,DU PAGE,DARIEN PD,DARIEN POLICE DEPARTMENT,DUPAGE
DAVIS POLICE DEPARTMENT,DAVIS POLICE DEPARTMENT,STEPHENSON,DAVIS PD,DAVIS POLICE DEPARTMENT,STEPHENSON
DECATUR PARK POLICE DEPT,DECATUR PARK POLICE DEPARTMENT,MACON,DECATUR PARK DISTRICT PD,DECATUR PARK DISTRICT POLICE DEPARTMENT,MACON
DECATUR POLICE DEPT,DECATUR POLICE DEPARTMENT,MACON,DECATUR PD,DECATUR POLICE DEPARTMENT,MACON
DEER CREEK POLICE DEPT,DEER CREEK POLICE DEPARTMENT,TAZEWELL,DEER CREEK PD (MCA),DEER CREEK POLICE DEPARTMENT,TAZEWELL
DEER CREEK POLICE DEPT,DEER CREEK POLICE DEPARTMENT,TAZEWELL,DEER CREEK PD (MCA),DEER CREEK POLICE DEPARTMENT,WOODFORD
DEER PARK POLICE DEPARTMENT,DEER PARK POLICE DEPARTMENT,LAKE,,,
DEERFIELD POLICE DEPT,DEERFIELD POLICE DEPARTMENT,LAKE,DEERFIELD PD (MCA),DEERFIELD POLICE DEPARTMENT,COOK
DEERFIELD POLICE DEPT,DEERFIELD POLICE DEPARTMENT,LAKE,DEERFIELD PD (MCA),DEERFIELD POLICE DEPARTMENT,LAKE
DEKALB COUNTY SHERIFF'S OFFICE,DEKALB COUNTY SHERIFF'S OFFICE,DE KALB,DEKALB CO SO,DEKALB COUNTY SHERIFFS OFFICE,DEKALB
DEKALB POLICE DEPT,DEKALB POLICE DEPARTMENT,DE KALB,DEKALB PD,DEKALB POLICE DEPARTMENT,DEKALB
DELAVAN POLICE DEPT,DELAVAN POLICE DEPARTMENT,TAZEWELL,DELAVAN PD,DELAVAN POLICE DEPARTMENT,TAZEWELL
DEPT MNTL HLTH POL AND SEC JJ MADDEN CTR HINES,DEPARTMENT MNTL HLTH POL AND SEC JJ MADDEN CTR HINES,LA SALLE,,,
DEPT OF ALCHOLISM AND SUBSTANCE ABUSE CHICAGO,DEPARTMENT OF ALCHOLISM AND SUBSTANCE ABUSE CHICAGO,COOK,,,
DEPT OF AVIATION SAFTY & SEC DIV CHICAGO,DEPARTMENT OF AVIATION SAFTY & SEC DIV CHICAGO,COOK,,,
DEPT SP DIV ST TRPERS A 2 COMMAMD LINCOLN,DEPARTMENT SP DIV STATE AGENCY TRPERS A 2 COMMAMD LINCOLN,LOGAN,,,
DEPUE POLICE DEPT,DEPUE POLICE DEPARTMENT,BUREAU,DEPUE PD,DEPUE POLICE DEPARTMENT,BUREAU
DES PLAINES POLICE DEPT,DES PLAINES POLICE DEPARTMENT,COOK,DES PLAINES PD,DES PLAINES POLICE DEPARTMENT,COOK
DESOTO POLICE DEPT,DESOTO POLICE DEPARTMENT,JACKSON,DESOTO PD,DESOTO POLICE DEPARTMENT,JACKSON
DEWITT COUNTY SHERIFF'S OFFICE,DEWITT COUNTY SHERIFF'S OFFICE,DE WITT,DEWITT CO SO,DEWITT COUNTY SHERIFFS OFFICE,DE WITT
DIAMOND,DIAMOND,GRUNDY COUNTY,DIAMOND PD (MCA),DIAMOND POLICE DEPARTMENT,GRUNDY
DIAMOND,DIAMOND,GRUNDY COUNTY,DIAMOND PD (MCA),DIAMOND POLICE DEPARTMENT,WILL
DIETERICH PD,DIETERICH POLICE DEPARTMENT,EFFINGHAM,,,
DIVERNON POLICE DEPT.,DIVERNON POLICE DEPARTMENT.,SANGAMON,DIVERNON PD,DIVERNON POLICE DEPARTMENT,SANGAMON
DIXMOOR PARK DISTRICT POLICE,DIXMOOR PARK DISTRICT POLICE,COOK,,,
DIXMOOR POLICE DEPT,DIXMOOR POLICE DEPARTMENT,COOK,DIXMOOR PD,DIXMOOR POLICE DEPARTMENT,COOK
DIXON POLICE DEPARTMENT,DIXON POLICE DEPARTMENT,LEE,DIXON PD,DIXON POLICE DEPARTMENT,LEE
DOLTON POLICE DEPT,DOLTON POLICE DEPARTMENT,COOK,,,
DONGOLA POLICE DEPT,DONGOLA POLICE DEPARTMENT,UNION,,,
DONNELLSON POLICE DEPT,DONNELLSON POLICE DEPARTMENT,MONTGOMERY,,,
DONOVAN PD,DONOVAN POLICE DEPARTMENT,IROQUOIS,,,
DOUGLAS COUNTY SHERIFF'S OFFICE,DOUGLAS COUNTY SHERIFF'S OFFICE,DOUGLAS,DOUGLAS CO SO,DOUGLAS COUNTY SHERIFFS OFFICE,DOUGLAS
DOWELL POLICE DEPT,DOWELL POLICE DEPARTMENT,JACKSON,,,
DOWNERS GROVE POLICE DEPT,DOWNERS GROVE POLICE DEPARTMENT,DU PAGE,DOWNERS GROVE PD,DOWNERS GROVE POLICE DEPARTMENT,DUPAGE
DOWNS POLICE DEPT,DOWNS POLICE DEPARTMENT,MCLEAN,DOWNS PD,DOWNS POLICE DEPARTMENT,MCLEAN
DU PAGE COUNTY SHERIFF'S OFFICE,DU PAGE COUNTY SHERIFF'S OFFICE,DU PAGE,DUPAGE CO SO,DUPAGE COUNTY SHERIFFS OFFICE,DUPAGE
DU QUOIN POLICE DEPT,DU QUOIN POLICE DEPARTMENT,PERRY,DUQUOIN PD,DUQUOIN POLICE DEPARTMENT,PERRY
DUNFERMLINE PD,DUNFERMLINE POLICE DEPARTMENT,FULTON,,,
DUNLAP PD,DUNLAP POLICE DEPARTMENT,PEORIA,,,
DUPAGE COUNTY FOREST PRESERVE POLICE,DUPAGE COUNTY FOREST PRESERVE POLICE,DU PAGE,DUPAGE COUNTY FOREST PRESERVE PD,DUPAGE COUNTY FOREST PRESERVE POLICE DEPARTMENT,DUPAGE
DUPO POLICE DEPT,DUPO POLICE DEPARTMENT,ST CLAIR,DUPO PD,DUPO POLICE DEPARTMENT,ST. CLAIR
DURAND POLICE DEPARTMENT,DURAND POLICE DEPARTMENT,WINNEBAGO,,,
DWIGHT POLICE DEPT,DWIGHT POLICE DEPARTMENT,LIVINGSTON,DWIGHT PD (MCA),DWIGHT POLICE DEPARTMENT,GRUNDY
DWIGHT POLICE DEPT,DWIGHT POLICE DEPARTMENT,LIVINGSTON,DWIGHT PD (MCA),DWIGHT POLICE DEPARTMENT,LIVINGSTON
EARLVILLE POLICE DEPT,EARLVILLE POLICE DEPARTMENT,LA SALLE,EARLVILLE PD,EARLVILLE POLICE DEPARTMENT,LA SALLE
EAST ALTON POLICE DEPT,EAST ALTON POLICE DEPARTMENT,MADISON,EAST ALTON PD,EAST ALTON POLICE DEPARTMENT,MADISON
EAST CAPE GIRADEAU POLICE DEPT THEBES,EAST CAPE GIRADEAU POLICE DEPARTMENT THEBES,ALEXANDER,,,
EAST CARONDELET POLICE DEPT,EAST CARONDELET POLICE DEPARTMENT,ST CLAIR,EAST CARONDELET PD,EAST CARONDELET POLICE DEPARTMENT,ST. CLAIR
EAST DUBUQUE POLICE DEPT,EAST DUBUQUE POLICE DEPARTMENT,JO DAVIESS,EAST DUBUQUE PD,EAST DUBUQUE POLICE DEPARTMENT,JO DAVIESS
EAST DUNDEE POLICE DEPT,EAST DUNDEE POLICE DEPARTMENT,KANE,EAST DUNDEE PD,EAST DUNDEE POLICE DEPARTMENT,KANE
EAST GALESBURG POLICE DEPT,EAST GALESBURG POLICE DEPARTMENT,KNOX,,,
EAST HAZEL CREST POLICE DEPT,EAST HAZEL CREST POLICE DEPARTMENT,COOK,EAST HAZEL CREST PD,EAST HAZEL CREST POLICE DEPARTMENT,COOK
EAST MOLINE POLICE DEPT,EAST MOLINE POLICE DEPARTMENT,ROCK ISLAND,EAST MOLINE PD,EAST MOLINE POLICE DEPARTMENT,ROCK ISLAND
EAST PEORIA POLICE DEPT,EAST PEORIA POLICE DEPARTMENT,TAZEWELL,EAST PEORIA PD,EAST PEORIA POLICE DEPARTMENT,TAZEWELL
EAST ST. LOUIS PARK DISTRICT POLICE,EAST STATE AGENCY. LOUIS PARK DISTRICT POLICE,ST CLAIR,,,
EAST ST. LOUIS POLICE DEPT,EAST STATE AGENCY. LOUIS POLICE DEPARTMENT,ST CLAIR,EAST ST. LOUIS PD,EAST STATE AGENCY. LOUIS POLICE DEPARTMENT,ST. CLAIR
EASTERN ILLINOIS UNIVERSITY POLICE DEPT,EASTERN ILLINOIS UNIVERSITY POLICE DEPARTMENT,COLES,EASTERN ILLINOIS UNIVERSITY PD,EASTERN ILLINOIS UNIVERSITY POLICE DEPARTMENT,COLES
EASTON POLICE DEPT,EASTON POLICE DEPARTMENT,MASON,EASTON PD,EASTON POLICE DEPARTMENT,MASON
EDGAR COUNTY SHERIFF'S OFFICE,EDGAR COUNTY SHERIFF'S OFFICE,EDGAR,EDGAR CO SO,EDGAR COUNTY SHERIFFS OFFICE,EDGAR
EDGEWOOD PD,EDGEWOOD POLICE DEPARTMENT,EFFINGHAM,,,
EDINBURG POLICE DEPT,EDINBURG POLICE DEPARTMENT,CHRISTIAN,EDINBURG PD,EDINBURG POLICE DEPARTMENT,CHRISTIAN
EDWARDS COUNTY SHERIFF'S OFFICE,EDWARDS COUNTY SHERIFF'S OFFICE,EDWARDS,EDWARDS CO SO,EDWARDS COUNTY SHERIFFS OFFICE,EDWARDS
EDWARDSVILLE POLICE DEPT,EDWARDSVILLE POLICE DEPARTMENT,MADISON,EDWARDSVILLE PD,EDWARDSVILLE POLICE DEPARTMENT,MADISON
EFFINGHAM COUNTY SHERIFF'S OFFICE,EFFINGHAM COUNTY SHERIFF'S OFFICE,EFFINGHAM,EFFINGHAM CO SO,EFFINGHAM COUNTY SHERIFFS OFFICE,EFFINGHAM
EFFINGHAM POLICE DEPT,EFFINGHAM POLICE DEPARTMENT,EFFINGHAM,EFFINGHAM PD,EFFINGHAM POLICE DEPARTMENT,EFFINGHAM
EFFINGHAM WATER AUTHORITY POLICE DEPT,EFFINGHAM WATER AUTHORITY POLICE DEPARTMENT,EFFINGHAM,,,
EL PASO POLICE DEPT,EL PASO POLICE DEPARTMENT,WOODFORD,EL PASO PD,EL PASO POLICE DEPARTMENT,WOODFORD
ELBURN POLICE DEPT,ELBURN POLICE DEPARTMENT,KANE,ELBURN PD,ELBURN POLICE DEPARTMENT,KANE
ELDORADO POLICE DEPT,ELDORADO POLICE DEPARTMENT,SALINE,ELDORADO PD,ELDORADO POLICE DEPARTMENT,SALINE
ELGIN COMMUNITY COLLEGE POLICE DEPT,ELGIN COMMUNITY COLLEGE POLICE DEPARTMENT,KANE,ELGIN COMMUNITY COLLEGE PD,ELGIN COMMUNITY COLLEGE POLICE DEPARTMENT,KANE
ELGIN JOLIET EASTERN RWY,ELGIN JOLIET EASTERN RWY,WILL,,,
ELGIN POLICE DEPT,ELGIN POLICE DEPARTMENT,KANE,ELGIN PD (MCA),ELGIN POLICE DEPARTMENT,COOK
ELGIN POLICE DEPT,ELGIN POLICE DEPARTMENT,KANE,ELGIN PD (MCA),ELGIN POLICE DEPARTMENT,KANE
ELIZABETH POLICE DEPT,ELIZABETH POLICE DEPARTMENT,JO DAVIESS,ELIZABETH PD,ELIZABETH POLICE DEPARTMENT,JO DAVIESS
ELIZABETHTOWN PD,ELIZABETHTOWN POLICE DEPARTMENT,HARDIN,,,
ELK GROVE VILLAGE POLICE DEPT,ELK GROVE VILLAGE POLICE DEPARTMENT,COOK,ELK GROVE VILLAGE PD (MCA),ELK GROVE VILLAGE POLICE DEPARTMENT,COOK
ELK GROVE VILLAGE POLICE DEPT,ELK GROVE VILLAGE POLICE DEPARTMENT,COOK,ELK GROVE VILLAGE PD (MCA),ELK GROVE VILLAGE POLICE DEPARTMENT,DUPAGE
ELKHART POLICE DEPT,ELKHART POLICE DEPARTMENT,LOGAN,,,
ELKVILLE POLICE DEPT,ELKVILLE POLICE DEPARTMENT,JACKSON,,,
ELLIS GROVE POLICE DEPT,ELLIS GROVE POLICE DEPARTMENT,RANDOLPH,,,
ELLISVILLE PD,ELLISVILLE POLICE DEPARTMENT,FULTON,,,
ELLSWORTH POLICE DEPARTMENT,ELLSWORTH POLICE DEPARTMENT,MCLEAN,,,
ELMHURST POLICE DEPT,ELMHURST POLICE DEPARTMENT,DU PAGE,ELMHURST PD,ELMHURST POLICE DEPARTMENT,DUPAGE
ELMWOOD PARK POLICE DEPT,ELMWOOD PARK POLICE DEPARTMENT,COOK,ELMWOOD PARK PD,ELMWOOD PARK POLICE DEPARTMENT,COOK
ELMWOOD POLICE DEPT,ELMWOOD POLICE DEPARTMENT,PEORIA,ELMWOOD PD,ELMWOOD POLICE DEPARTMENT,PEORIA
ELSAH POLICE DEPT,ELSAH POLICE DEPARTMENT,JERSEY,,,
ELWOOD POLICE DEPARTMENT,ELWOOD POLICE DEPARTMENT,WILL,ELWOOD PD,ELWOOD POLICE DEPARTMENT,WILL
EMDEN PD,EMDEN POLICE DEPARTMENT,LOGAN,,,
ENERGY POLICE DEPT,ENERGY POLICE DEPARTMENT,WILLIAMSON,ENERGY PD,ENERGY POLICE DEPARTMENT,WILLIAMSON
ENFIELD POLICE DEPT,ENFIELD POLICE DEPARTMENT,WHITE,,,
EQUALITY PD,EQUALITY POLICE DEPARTMENT,GALLATIN,,,
ERIE POLICE DEPT,ERIE POLICE DEPARTMENT,WHITESIDE,ERIE PD,ERIE POLICE DEPARTMENT,WHITESIDE
ESSEX POLICE DEPT,ESSEX POLICE DEPARTMENT,KANKAKEE,,,
EUREKA POLICE DEPT,EUREKA POLICE DEPARTMENT,WOODFORD,EUREKA PD,EUREKA POLICE DEPARTMENT,WOODFORD
EVANSTON POLICE DEPT,EVANSTON POLICE DEPARTMENT,COOK,EVANSTON PD,EVANSTON POLICE DEPARTMENT,COOK
EVANSVILLE POLICE DEPT,EVANSVILLE POLICE DEPARTMENT,RANDOLPH,,,
