NAME,EXPANDED NAME,COUNTYNAME,Agency,EXPANDED NAME,County
EVERGREEN PARK POLICE DEPT,EVERGREEN PARK POLICE DEPARTMENT,COOK,EVERGREEN PARK PD,EVERGREEN PARK POLICE DEPARTMENT,COOK
EWING POLICE DEPARTMENT,EWING POLICE DEPARTMENT,FRANKLIN,,,
FAIRBURY POLICE DEPT,FAIRBURY POLICE DEPARTMENT,LIVINGSTON,FAIRBURY PD,FAIRBURY POLICE DEPARTMENT,LIVINGSTON
FAIRFIELD POLICE DEPT,FAIRFIELD POLICE DEPARTMENT,WAYNE,FAIRFIELD PD,FAIRFIELD POLICE DEPARTMENT,WAYNE
FAIRMONT CITY POLICE DEPT,FAIRMONT CITY POLICE DEPARTMENT,ST CLAIR,FAIRMONT CITY PD (MCA),FAIRMONT CITY POLICE DEPARTMENT,MADISON
FAIRMONT CITY POLICE DEPT,FAIRMONT CITY POLICE DEPARTMENT,ST CLAIR,FAIRMONT CITY PD (MCA),FAIRMONT CITY POLICE DEPARTMENT,ST. CLAIR
FAIRMOUNT POLICE DEPT,FAIRMOUNT POLICE DEPARTMENT,VERMILION,FAIRMOUNT PD,FAIRMOUNT POLICE DEPARTMENT,VERMILION
FAIRVIEW HEIGHTS POLICE DEPT,FAIRVIEW HEIGHTS POLICE DEPARTMENT,ST CLAIR,FAIRVIEW HEIGHTS PD,FAIRVIEW HEIGHTS POLICE DEPARTMENT,ST. CLAIR
FAIRVIEW POLICE DEPT,FAIRVIEW POLICE DEPARTMENT,FULTON,,,
FARINA POLICE DEPT,FARINA POLICE DEPARTMENT,FAYETTE,,,
FARMER CITY POLICE DEPT,FARMER CITY POLICE DEPARTMENT,DE WITT,,,
FARMINGTON POLICE DEPT,FARMINGTON POLICE DEPARTMENT,FULTON,FARMINGTON PD,FARMINGTON POLICE DEPARTMENT,FULTON
FAYETTE COUNTY SHERIFF'S OFFICE,FAYETTE COUNTY SHERIFF'S OFFICE,FAYETTE,FAYETTE CO SO,FAYETTE COUNTY SHERIFFS OFFICE,FAYETTE
FAYETTEVILLE POLICE DEPT,FAYETTEVILLE POLICE DEPARTMENT,ST CLAIR,FAYETTEVILLE PD,FAYETTEVILLE POLICE DEPARTMENT,ST. CLAIR
FINDLAY POLICE DEPT,FINDLAY POLICE DEPARTMENT,SHELBY,FINDLAY PD,FINDLAY POLICE DEPARTMENT,SHELBY
FISHER POLICE DEPT,FISHER POLICE DEPARTMENT,CHAMPAIGN,FISHER PD,FISHER POLICE DEPARTMENT,CHAMPAIGN
FITHIAN POLICE DEPT,FITHIAN POLICE DEPARTMENT,VERMILION,FITHIAN PD,FITHIAN POLICE DEPARTMENT,VERMILION
FLANAGAN PD,FLANAGAN POLICE DEPARTMENT,LIVINGSTON,,,
FLORA POLICE DEPT,FLORA POLICE DEPARTMENT,CLAY,FLORA PD,FLORA POLICE DEPARTMENT,CLAY
FLOSSMOOR POLICE DEPT,FLOSSMOOR POLICE DEPARTMENT,COOK,FLOSSMOOR PD,FLOSSMOOR POLICE DEPARTMENT,COOK
FON DU LAC PARK DISTRICT POLICE DEPT,FON DU LAC PARK DISTRICT POLICE DEPARTMENT,TAZEWELL,FON DU LAC PARK DISTRICT PD,FON DU LAC PARK DISTRICT POLICE DEPARTMENT,TAZEWELL
FORD COUNTY SHERIFF'S OFFICE,FORD COUNTY SHERIFF'S OFFICE,FORD,FORD CO SO,FORD COUNTY SHERIFFS OFFICE,FORD
FORD HEIGHTS POLICE DEPARTMENT,FORD HEIGHTS POLICE DEPARTMENT,COOK,,,
FOREST CITY POLICE DEPT,FOREST CITY POLICE DEPARTMENT,MASON,,,
FOREST PARK POLICE DEPT,FOREST PARK POLICE DEPARTMENT,COOK,FOREST PARK PD,FOREST PARK POLICE DEPARTMENT,COOK
FOREST VIEW POLICE DEPT,FOREST VIEW POLICE DEPARTMENT,COOK,FOREST VIEW PD,FOREST VIEW POLICE DEPARTMENT,COOK
FORREST PD,FORREST POLICE DEPARTMENT,LIVINGSTON,,,
FORRESTON POLICE DEPT,FORRESTON POLICE DEPARTMENT,OGLE,FORRESTON PD,FORRESTON POLICE DEPARTMENT,OGLE
FOX LAKE POLICE DEPT,FOX LAKE POLICE DEPARTMENT,LAKE,FOX LAKE PD (MCA),FOX LAKE POLICE DEPARTMENT,LAKE
FOX LAKE POLICE DEPT,FOX LAKE POLICE DEPARTMENT,LAKE,FOX LAKE PD (MCA),FOX LAKE POLICE DEPARTMENT,MCHENRY
FOX RIVER GROVE POLICE DEPT,FOX RIVER GROVE POLICE DEPARTMENT,MCHENRY,FOX RIVER GROVE PD (MCA),FOX RIVER GROVE POLICE DEPARTMENT,LAKE
FOX RIVER GROVE POLICE DEPT,FOX RIVER GROVE POLICE DEPARTMENT,MCHENRY,FOX RIVER GROVE PD (MCA),FOX RIVER GROVE POLICE DEPARTMENT,MCHENRY
FOX VALLEY PARK DISTRICT POLICE DEPT,FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KANE,FOX VALLEY PARK DISTRICT PD (MCA),FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,DUPAGE
FOX VALLEY PARK DISTRICT POLICE DEPT,FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KANE,FOX VALLEY PARK DISTRICT PD (MCA),FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KANE
FOX VALLEY PARK DISTRICT POLICE DEPT,FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KANE,FOX VALLEY PARK DISTRICT PD (MCA),FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KENDALL
FOX VALLEY PARK DISTRICT POLICE DEPT,FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,KANE,FOX VALLEY PARK DISTRICT PD (MCA),FOX VALLEY PARK DISTRICT POLICE DEPARTMENT,WILL
FRANKFORT POLICE DEPT,FRANKFORT POLICE DEPARTMENT,WILL,FRANKFORT PD (MCA),FRANKFORT POLICE DEPARTMENT,COOK
FRANKFORT POLICE DEPT,FRANKFORT POLICE DEPARTMENT,WILL,FRANKFORT PD (MCA),FRANKFORT POLICE DEPARTMENT,WILL
FRANKLIN COUNTY SHERIFF'S OFFICE,FRANKLIN COUNTY SHERIFF'S OFFICE,FRANKLIN,FRANKLIN CO SO,FRANKLIN COUNTY SHERIFFS OFFICE,FRANKLIN
FRANKLIN GROVE POLICE DEPT,FRANKLIN GROVE POLICE DEPARTMENT,LEE,FRANKLIN GROVE PD,FRANKLIN GROVE POLICE DEPARTMENT,LEE
FRANKLIN PARK POLICE DEPT,FRANKLIN PARK POLICE DEPARTMENT,COOK,FRANKLIN PARK PD,FRANKLIN PARK POLICE DEPARTMENT,COOK
FRANKLIN POLICE DEPARTMENT,FRANKLIN POLICE DEPARTMENT,MORGAN,,,
FREEBURG POLICE DEPT,FREEBURG POLICE DEPARTMENT,ST CLAIR,FREEBURG PD,FREEBURG POLICE DEPARTMENT,ST. CLAIR
FREEMAN SPUR POLICE DEPT,FREEMAN SPUR POLICE DEPARTMENT,WILLIAMSON,,,
FREEPORT PARK DIST POLICE FREEPORT,FREEPORT PARK DIST POLICE FREEPORT,STEPHENSON,FREEPORT PARK DISTRICT PD,FREEPORT PARK DISTRICT POLICE DEPARTMENT,STEPHENSON
FREEPORT POLICE DEPT,FREEPORT POLICE DEPARTMENT,STEPHENSON,FREEPORT PD,FREEPORT POLICE DEPARTMENT,STEPHENSON
FULTON COUNTY SHERIFF'S OFFICE,FULTON COUNTY SHERIFF'S OFFICE,FULTON,FULTON CO SO,FULTON COUNTY SHERIFFS OFFICE,FULTON
FULTON POLICE DEPT,FULTON POLICE DEPARTMENT,WHITESIDE,FULTON PD,FULTON POLICE DEPARTMENT,WHITESIDE
GALATIA POLICE DEPT.,GALATIA POLICE DEPARTMENT.,SALINE,,,
GALENA POLICE DEPT,GALENA POLICE DEPARTMENT,JO DAVIESS,GALENA PD,GALENA POLICE DEPARTMENT,JO DAVIESS
GALESBURG POLICE DEPT,GALESBURG POLICE DEPARTMENT,KNOX,GALESBURG PD,GALESBURG POLICE DEPARTMENT,KNOX
GALESBURG PUBLIC SCHOOL POLICE DEPT,GALESBURG PUBLIC SCHOOL POLICE DEPARTMENT,KNOX,,,
GALLATIN COUNTY SHERIFF'S OFFICE,GALLATIN COUNTY SHERIFF'S OFFICE,GALLATIN,GALLATIN CO SO,GALLATIN COUNTY SHERIFFS OFFICE,GALLATIN
GALVA POLICE DEPT,GALVA POLICE DEPARTMENT,HENRY,,,
GARDNER PD,GARDNER POLICE DEPARTMENT,GRUNDY,,,
GENESEO POLICE DEPT,GENESEO POLICE DEPARTMENT,HENRY,GENESEO PD,GENESEO POLICE DEPARTMENT,HENRY
GENEVA POLICE DEPT,GENEVA POLICE DEPARTMENT,KANE,GENEVA PD,GENEVA POLICE DEPARTMENT,KANE
GENOA POLICE DEPT,GENOA POLICE DEPARTMENT,DE KALB,GENOA PD,GENOA POLICE DEPARTMENT,DEKALB
GEORGETOWN POLICE DEPT,GEORGETOWN POLICE DEPARTMENT,VERMILION,GEORGETOWN PD,GEORGETOWN POLICE DEPARTMENT,VERMILION
GERMAN VALLEY POLICE DEPT,GERMAN VALLEY POLICE DEPARTMENT,STEPHENSON,GERMAN VALLEY PD,GERMAN VALLEY POLICE DEPARTMENT,STEPHENSON
GERMANTOWN POLICE DEPT,GERMANTOWN POLICE DEPARTMENT,CLINTON,GERMANTOWN PD,GERMANTOWN POLICE DEPARTMENT,CLINTON
GIBSON CITY POLICE DEPT,GIBSON CITY POLICE DEPARTMENT,FORD,GIBSON CITY PD,GIBSON CITY POLICE DEPARTMENT,FORD
GIFFORD POLICE DEPT,GIFFORD POLICE DEPARTMENT,CHAMPAIGN,GIFFORD PD,GIFFORD POLICE DEPARTMENT,CHAMPAIGN
GILBERTS POLICE DEPT,GILBERTS POLICE DEPARTMENT,KANE,GILBERTS PD,GILBERTS POLICE DEPARTMENT,KANE
GILLESPIE POLICE DEPT,GILLESPIE POLICE DEPARTMENT,MACOUPIN,GILLESPIE PD,GILLESPIE POLICE DEPARTMENT,MACOUPIN
GILMAN POLICE DEPT,GILMAN POLICE DEPARTMENT,IROQUOIS,GILMAN PD,GILMAN POLICE DEPARTMENT,IROQUOIS
GIRARD POLICE DEPT,GIRARD POLICE DEPARTMENT,MACOUPIN,GIRARD PD,GIRARD POLICE DEPARTMENT,MACOUPIN
GLASFORD POLICE DEPT,GLASFORD POLICE DEPARTMENT,PEORIA,GLASFORD PD,GLASFORD POLICE DEPARTMENT,PEORIA
GLEN CARBON POLICE DEPT,GLEN CARBON POLICE DEPARTMENT,MADISON,GLEN CARBON PD,GLEN CARBON POLICE DEPARTMENT,MADISON
GLEN ELLYN POLICE DEPT,GLEN ELLYN POLICE DEPARTMENT,DU PAGE,GLEN ELLYN PD,GLEN ELLYN POLICE DEPARTMENT,DUPAGE
GLENCOE DEPT OF PUBLIC SAFETY,GLENCOE DEPARTMENT OF PUBLIC SAFETY,COOK,GLENCOE PD,GLENCOE POLICE DEPARTMENT,COOK
GLENDALE HEIGHTS POLICE,GLENDALE HEIGHTS POLICE,DU PAGE,GLENDALE HEIGHTS PD,GLENDALE HEIGHTS POLICE DEPARTMENT,DUPAGE
GLENVIEW POLICE DEPT,GLENVIEW POLICE DEPARTMENT,COOK,GLENVIEW PD,GLENVIEW POLICE DEPARTMENT,COOK
GLENWOOD POLICE DEPT,GLENWOOD POLICE DEPARTMENT,COOK,GLENWOOD PD,GLENWOOD POLICE DEPARTMENT,COOK
GODFREY,GODFREY,MADISON COUNTY,GODFREY PD,GODFREY POLICE DEPARTMENT,MADISON
GODLEY,GODLEY,WILL COUNTY,,,
GODLEY POLICE DEPARTMENT,GODLEY POLICE DEPARTMENT,WILL,GODLEY PD (MCA),GODLEY POLICE DEPARTMENT,GRUNDY
GODLEY POLICE DEPARTMENT,GODLEY POLICE DEPARTMENT,WILL,GODLEY PD (MCA),GODLEY POLICE DEPARTMENT,WILL
GOLCONDA POLICE DEPT,GOLCONDA POLICE DEPARTMENT,POPE,,,
GOLF POLICE DEPT,GOLF POLICE DEPARTMENT,COOK,GOLF PD,GOLF POLICE DEPARTMENT,COOK
GOLFVIEW PARK DISTRICT PD HINSDALE,GOLFVIEW PARK DISTRICT POLICE DEPARTMENT HINSDALE,DU PAGE,,,
GOODFIELD,GOODFIELD,WOODFORD COUNTY,,,
GOODFIELD PD,GOODFIELD POLICE DEPARTMENT,WOODFORD,GOODFIELD PD (MCA),GOODFIELD POLICE DEPARTMENT,TAZEWELL
GOODFIELD PD,GOODFIELD POLICE DEPARTMENT,WOODFORD,GOODFIELD PD (MCA),GOODFIELD POLICE DEPARTMENT,WOODFORD
GOREVILLE POLICE DEPT,GOREVILLE POLICE DEPARTMENT,JOHNSON,,,
GORHAM PD GORHAM,GORHAM POLICE DEPARTMENT GORHAM,JACKSON,,,
GOVERNORS STATE UNIVERSITY POLICE DEPT,GOVERNORS STATE UNIVERSITY POLICE DEPARTMENT,WILL,,,
GRAFTON POLICE DEPT,GRAFTON POLICE DEPARTMENT,JERSEY,GRAFTON PD,GRAFTON POLICE DEPARTMENT,JERSEY
GRAND CHAIN PD,GRAND CHAIN POLICE DEPARTMENT,PULASKI,,,
GRAND RIDGE POLICE DEPT,GRAND RIDGE POLICE DEPARTMENT,LA SALLE,GRAND RIDGE PD,GRAND RIDGE POLICE DEPARTMENT,LA SALLE
GRAND TOWER POLICE DEPT,GRAND TOWER POLICE DEPARTMENT,JACKSON,,,
GRANDVIEW POLICE DEPT,GRANDVIEW POLICE DEPARTMENT,SANGAMON,GRANDVIEW PD,GRANDVIEW POLICE DEPARTMENT,SANGAMON
GRANITE CITY POLICE DEPT,GRANITE CITY POLICE DEPARTMENT,MADISON,,,
GRANT PARK POLICE DEPT,GRANT PARK POLICE DEPARTMENT,KANKAKEE,GRANT PARK PD,GRANT PARK POLICE DEPARTMENT,KANKAKEE
GRANTFORK POLICE DEPT,GRANTFORK POLICE DEPARTMENT,MADISON,GRANTFORK PD,GRANTFORK POLICE DEPARTMENT,MADISON
GRANVILLE POLICE DEPT,GRANVILLE POLICE DEPARTMENT,PUTNAM,,,
GRAYSLAKE POLICE DEPT,GRAYSLAKE POLICE DEPARTMENT,LAKE,GRAYSLAKE PD,GRAYSLAKE POLICE DEPARTMENT,LAKE
GRAYVILLE POLICE DEPT,GRAYVILLE POLICE DEPARTMENT,WHITE,GRAYVILLE PD (MCA),GRAYVILLE POLICE DEPARTMENT,EDWARDS
GRAYVILLE POLICE DEPT,GRAYVILLE POLICE DEPARTMENT,WHITE,GRAYVILLE PD (MCA),GRAYVILLE POLICE DEPARTMENT,WHITE
GREATER PEORIA AIRPORT AUTHORITY POLICE PEORIA,GREATER PEORIA AIRPORT AUTHORITY POLICE PEORIA,PEORIA,,,
GREATER ROCKFORD AIRPORT PD ROCKFORD,GREATER ROCKFORD AIRPORT POLICE DEPARTMENT ROCKFORD,WINNEBAGO,,,
GREEN VALLEY POLICE DEPT,GREEN VALLEY POLICE DEPARTMENT,TAZEWELL,,,
GREENE COUNTY SHERIFF'S OFFICE,GREENE COUNTY SHERIFF'S OFFICE,GREENE,GREENE CO SO,GREENE COUNTY SHERIFFS OFFICE,GREENE
GREENFIELD POLICE DEPT,GREENFIELD POLICE DEPARTMENT,GREENE,GREENFIELD PD,GREENFIELD POLICE DEPARTMENT,GREENE
GREENROCK PD,GREENROCK POLICE DEPARTMENT,HENRY,,,
GREENUP POLICE DEPT,GREENUP POLICE DEPARTMENT,CUMBERLAND,GREENUP PD,GREENUP POLICE DEPARTMENT,CUMBERLAND
GREENVIEW POLICE DEPT,GREENVIEW POLICE DEPARTMENT,MENARD,,,
GREENVILLE POLICE DEPT,GREENVILLE POLICE DEPARTMENT,BOND,GREENVILLE PD,GREENVILLE POLICE DEPARTMENT,BOND
GRIDLEY PD,GRIDLEY POLICE DEPARTMENT,MCLEAN,,,
GRIGGSVILLE PD,GRIGGSVILLE POLICE DEPARTMENT,PIKE,,,
GRUNDY COUNTY SHERIFF'S OFFICE,GRUNDY COUNTY SHERIFF'S OFFICE,GRUNDY,GRUNDY CO SO,GRUNDY COUNTY SHERIFFS OFFICE,GRUNDY
GULFPORT PD BURLINGTON IOWA,GULFPORT POLICE DEPARTMENT BURLINGTON IOWA,HENDERSON,,,
GURNEE POLICE DEPT,GURNEE POLICE DEPARTMENT,LAKE,GURNEE PD,GURNEE POLICE DEPARTMENT,LAKE
HAINSVILLE PD,HAINSVILLE POLICE DEPARTMENT,LAKE,,,
HAMEL POLICE DEPT,HAMEL POLICE DEPARTMENT,MADISON,,,
HAMILTON COUNTY SHERIFF'S OFFICE,HAMILTON COUNTY SHERIFF'S OFFICE,HAMILTON,HAMILTON CO SO,HAMILTON COUNTY SHERIFFS OFFICE,HAMILTON
HAMILTON POLICE DEPT,HAMILTON POLICE DEPARTMENT,HANCOCK,,,
HAMPSHIRE POLICE DEPT,HAMPSHIRE POLICE DEPARTMENT,KANE,HAMPSHIRE PD,HAMPSHIRE POLICE DEPARTMENT,KANE
HAMPTON POLICE DEPT,HAMPTON POLICE DEPARTMENT,ROCK ISLAND,HAMPTON PD,HAMPTON POLICE DEPARTMENT,ROCK ISLAND
HANCOCK COUNTY SHERIFF'S OFFICE,HANCOCK COUNTY SHERIFF'S OFFICE,HANCOCK,HANCOCK CO SO,HANCOCK COUNTY SHERIFFS OFFICE,HANCOCK
HANNA CITY PD,HANNA CITY POLICE DEPARTMENT,PEORIA,,,
HANOVER PARK POLICE DEPT,HANOVER PARK POLICE DEPARTMENT,COOK,HANOVER PARK PD (MCA),HANOVER PARK POLICE DEPARTMENT,COOK
HANOVER PARK POLICE DEPT,HANOVER PARK POLICE DEPARTMENT,COOK,HANOVER PARK PD (MCA),HANOVER PARK POLICE DEPARTMENT,DUPAGE
HANOVER POLICE DEPT,HANOVER POLICE DEPARTMENT,JO DAVIESS,HANOVER PD,HANOVER POLICE DEPARTMENT,JO DAVIESS
HARDIN COUNTY SHERIFF'S OFFICE,HARDIN COUNTY SHERIFF'S OFFICE,HARDIN,HARDIN CO SO,HARDIN COUNTY SHERIFFS OFFICE,HARDIN
HARDIN POLICE DEPT,HARDIN POLICE DEPARTMENT,CALHOUN,,,
HAROLD WASHINGTON COLLEGE PD CHICAGO,HAROLD WASHINGTON COLLEGE POLICE DEPARTMENT CHICAGO,COOK,,,
HARPER COLLEGE POLICE DEPT,HARPER COLLEGE POLICE DEPARTMENT,COOK,WILLIAM RAINEY HARPER COLLEGE PD,WILLIAM RAINEY HARPER COLLEGE POLICE DEPARTMENT,COOK
HARRISBURG POLICE DEPARTMENT,HARRISBURG POLICE DEPARTMENT,SALINE,HARRISBURG PD,HARRISBURG POLICE DEPARTMENT,SALINE
HARTFORD POLICE DEPT,HARTFORD POLICE DEPARTMENT,MADISON,HARTFORD PD,HARTFORD POLICE DEPARTMENT,MADISON
HARVARD POLICE DEPT,HARVARD POLICE DEPARTMENT,MCHENRY,HARVARD PD,HARVARD POLICE DEPARTMENT,MCHENRY
HARVEL POLICE DEPARTMENT,HARVEL POLICE DEPARTMENT,MONTGOMERY,,,
HARVEY POLICE DEPT,HARVEY POLICE DEPARTMENT,COOK,HARVEY PD,HARVEY POLICE DEPARTMENT,COOK
HARWOOD HEIGHTS POLICE DEPT,HARWOOD HEIGHTS POLICE DEPARTMENT,COOK,HARWOOD HEIGHTS PD,HARWOOD HEIGHTS POLICE DEPARTMENT,COOK
HAVANA POLICE DEPT,HAVANA POLICE DEPARTMENT,MASON,HAVANA PD,HAVANA POLICE DEPARTMENT,MASON
HAWTHORN WOODS POLICE DEPT,HAWTHORN WOODS POLICE DEPARTMENT,LAKE,HAWTHORN WOODS PD,HAWTHORN WOODS POLICE DEPARTMENT,LAKE
HAZEL CREST POLICE DEPT,HAZEL CREST POLICE DEPARTMENT,COOK,HAZEL CREST PD,HAZEL CREST POLICE DEPARTMENT,COOK
HEBRON POLICE DEPT,HEBRON POLICE DEPARTMENT,MCHENRY,,,
HECKER PD,HECKER POLICE DEPARTMENT,MONROE,,,
HENDERSON COUNTY SHERIFF'S OFFICE,HENDERSON COUNTY SHERIFF'S OFFICE,HENDERSON,,,
HENNEPIN PD,HENNEPIN POLICE DEPARTMENT,PUTNAM,,,
HENNING PD HENNING,HENNING POLICE DEPARTMENT HENNING,VERMILION,HENNING PD,HENNING POLICE DEPARTMENT,VERMILION
HENRY COUNTY SHERIFF'S OFFICE,HENRY COUNTY SHERIFF'S OFFICE,HENRY,HENRY CO SO,HENRY COUNTY SHERIFFS OFFICE,HENRY
HENRY POLICE DEPT,HENRY POLICE DEPARTMENT,MARSHALL,HENRY PD,HENRY POLICE DEPARTMENT,MARSHALL
HERRICK POLICE DEPARTMENT,HERRICK POLICE DEPARTMENT,SHELBY,,,
HERRIN POLICE DEPT,HERRIN POLICE DEPARTMENT,WILLIAMSON,HERRIN PD,HERRIN POLICE DEPARTMENT,WILLIAMSON
HERSCHER POLICE DEPT,HERSCHER POLICE DEPARTMENT,KANKAKEE,HERSCHER PD,HERSCHER POLICE DEPARTMENT,KANKAKEE
HEYWORTH POLICE DEPT,HEYWORTH POLICE DEPARTMENT,MCLEAN,HEYWORTH PD,HEYWORTH POLICE DEPARTMENT,MCLEAN
HICKORY HILLS POLICE DEPT,HICKORY HILLS POLICE DEPARTMENT,COOK,HICKORY HILLS PD,HICKORY HILLS POLICE DEPARTMENT,COOK
HIGHLAND PARK POLICE DEPT,HIGHLAND PARK POLICE DEPARTMENT,LAKE,HIGHLAND PARK PD,HIGHLAND PARK POLICE DEPARTMENT,LAKE
HIGHLAND POLICE DEPT,HIGHLAND POLICE DEPARTMENT,MADISON,HIGHLAND PD,HIGHLAND POLICE DEPARTMENT,MADISON
HIGHWOOD POLICE DEPT,HIGHWOOD POLICE DEPARTMENT,LAKE,HIGHWOOD PD,HIGHWOOD POLICE DEPARTMENT,LAKE
HILLCREST POLICE DEPARTMENT,HILLCREST POLICE DEPARTMENT,OGLE,,,
HILLSBORO POLICE DEPT,HILLSBORO POLICE DEPARTMENT,MONTGOMERY,HILLSBORO PD,HILLSBORO POLICE DEPARTMENT,MONTGOMERY
HILLSDALE POLICE DEPT,HILLSDALE POLICE DEPARTMENT,ROCK ISLAND,HILLSDALE PD,HILLSDALE POLICE DEPARTMENT,ROCK ISLAND
HILLSIDE POLICE DEPT,HILLSIDE POLICE DEPARTMENT,COOK,HILLSIDE PD,HILLSIDE POLICE DEPARTMENT,COOK
HINCKLEY POLICE DEPT,HINCKLEY POLICE DEPARTMENT,DE KALB,HINCKLEY PD,HINCKLEY POLICE DEPARTMENT,DEKALB
HINDSBORO POLICE DEPARTMENT,HINDSBORO POLICE DEPARTMENT,DOUGLAS,,,
HINSDALE POLICE DEPT,HINSDALE POLICE DEPARTMENT,DU PAGE,HINSDALE PD (MCA),HINSDALE POLICE DEPARTMENT,COOK
HINSDALE POLICE DEPT,HINSDALE POLICE DEPARTMENT,DU PAGE,HINSDALE PD (MCA),HINSDALE POLICE DEPARTMENT,DUPAGE
HODGKINS POLICE DEPT,HODGKINS POLICE DEPARTMENT,COOK,HODGKINS PD,HODGKINS POLICE DEPARTMENT,COOK
HOFFMAN ESTATES POLICE DEPT,HOFFMAN ESTATES POLICE DEPARTMENT,COOK,HOFFMAN ESTATES PD,HOFFMAN ESTATES POLICE DEPARTMENT,COOK
HOFFMAN PD,HOFFMAN POLICE DEPARTMENT,CLINTON,,,
HOLIDAY HILLS POLICE DEPT,HOLIDAY HILLS POLICE DEPARTMENT,MCHENRY,,,
HOMER GLEN,HOMER GLEN,WILL,HOMER GLEN PD,HOMER GLEN POLICE DEPARTMENT,WILL
HOMER POLICE DEPT,HOMER POLICE DEPARTMENT,CHAMPAIGN,HOMER PD,HOMER POLICE DEPARTMENT,CHAMPAIGN
HOMETOWN POLICE DEPT,HOMETOWN POLICE DEPARTMENT,COOK,HOMETOWN PD,HOMETOWN POLICE DEPARTMENT,COOK
HOMEWOOD POLICE DEPT,HOMEWOOD POLICE DEPARTMENT,COOK,HOMEWOOD PD,HOMEWOOD POLICE DEPARTMENT,COOK
HOOPESTON POLICE DEPT,HOOPESTON POLICE DEPARTMENT,VERMILION,HOOPESTON PD,HOOPESTON POLICE DEPARTMENT,VERMILION
HOPEDALE POLICE DEPT,HOPEDALE POLICE DEPARTMENT,TAZEWELL,HOPEDALE PD,HOPEDALE POLICE DEPARTMENT,TAZEWELL
HOPKINS PARK PD HOPKINS PARK,HOPKINS PARK POLICE DEPARTMENT HOPKINS PARK,KANKAKEE,,,
HOYLETON PD,HOYLETON POLICE DEPARTMENT,WASHINGTON,,,
HUDSON POLICE DEPT,HUDSON POLICE DEPARTMENT,MCLEAN,HUDSON PD,HUDSON POLICE DEPARTMENT,MCLEAN
HUEY PD,HUEY POLICE DEPARTMENT,CLINTON,,,
HUMBOLDT PD,HUMBOLDT POLICE DEPARTMENT,COLES,,,
HUME POLICE DEPARTMENT,HUME POLICE DEPARTMENT,EDGAR,,,
HUNTLEY POLICE DEPT,HUNTLEY POLICE DEPARTMENT,MCHENRY,HUNTLEY PD (MCA),HUNTLEY POLICE DEPARTMENT,KANE
HUNTLEY POLICE DEPT,HUNTLEY POLICE DEPARTMENT,MCHENRY,HUNTLEY PD (MCA),HUNTLEY POLICE DEPARTMENT,MCHENRY
HURST POLICE DEPT,HURST POLICE DEPARTMENT,WILLIAMSON,,,
HUTSONVILLE POLICE DEPT,HUTSONVILLE POLICE DEPARTMENT,CRAWFORD,,,
IL COMMERCE COMM TRANSP DIV ENF SEC SPRINGFIELD,IL COMMERCE COMM TRANSP DIV ENF SEC SPRINGFIELD,SANGAMON,,,
IL DEPT MNTL HLTH POL & SECRTY FRCE SPRINGFIELD,IL DEPARTMENT MNTL HLTH POL & SECRTY FRCE SPRINGFIELD,SANGAMON,,,
IL DEPT OF CHLDN FMLY SRV POL SCRTY FRC CHICAGO,IL DEPARTMENT OF CHLDN FMLY SRV POL SCRTY FRC CHICAGO,COOK,,,
IL DHS MENTAL HEALTH SECURITY,IL DHS MENTAL HEALTH SECURITY,COOK,,,
IL NATIONAL GUARD 182ND AIRLIFT WING SEC FRC SQ,IL NATIONAL GUARD 182ND AIRLIFT WING SEC FRC SQ,PEORIA,,,
IL NATIONAL GUARD DEPT MILITARY SUPPORT,IL NATIONAL GUARD DEPARTMENT MILITARY SUPPORT,SANGAMON,,,
ILLINOIS CENTRAL COLLEGE PD EAST PEORIA,ILLINOIS CENTRAL COLLEGE POLICE DEPARTMENT EAST PEORIA,TAZEWELL,ILLINOIS CENTRAL COLLEGE PD,ILLINOIS CENTRAL COLLEGE POLICE DEPARTMENT,TAZEWELL
ILLINOIS DEPARTMENT OF NATURAL RESOURCES,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,SANGAMON,IL DEPT NATURAL RESOURCES,IL DEPARTMENT NATURAL RESOURCES,SANGAMON
ILLINOIS DEPT OF CENTRAL MANAGEMENT SVC,ILLINOIS DEPARTMENT OF CENTRAL MANAGEMENT SVC,SANGAMON,,,
ILLINOIS OIG CHICAGO,ILLINOIS OIG CHICAGO,COOK,,,
ILLINOIS SECRETARY OF STATE POLICE,ILLINOIS SECRETARY OF STATE POLICE,SANGAMON,SECRETARY OF STATE POLICE,SECRETARY OF STATE POLICE,SANGAMON
ILLINOIS STATE FIRE MARSHAL,ILLINOIS STATE FIRE MARSHAL,SANGAMON,"STATE FIRE MARSHAL, SPRINGFIELD","STATE FIRE MARSHAL, SPRINGFIELD",SANGAMON
ILLINOIS STATE POLICE,ILLINOIS STATE POLICE,SANGAMON,ILLINOIS STATE POLICE,ILLINOIS STATE POLICE,SANGAMON
